HSPF_BLOCK,HSPF_TABLE,PARAMETER_NAME,HSPF_SECTION,TYPE,START,STOP,WIDTH,PROTECT,UCODE,DEFAULT_TEXT,DEFAULT_METR,MIN_METR,MAX_METR,DEFAULT_ENGL,MIN_ENGL,MAX_ENGL,VALID,HELP
PERLND,ACTIVITY,PSTFG,GENERAL,int,30,35,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PSTEMP is active
PERLND,ACTIVITY,PWTGAS,GENERAL,int,35,40,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PWTGAS is active
PERLND,ACTIVITY,PWGFG,GENERAL,int,35,40,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PWTGAS is active
PERLND,ACTIVITY,PQUAL,GENERAL,int,40,45,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PQUAL is active
PERLND,ACTIVITY,PQALFG,GENERAL,int,40,45,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PQUAL is active
PERLND,ACTIVITY,MSTLAY,GENERAL,int,45,50,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section MSTLAY is active
PERLND,ACTIVITY,MSTLFG,GENERAL,int,45,50,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section MSTLAY is active
PERLND,ACTIVITY,PEST,GENERAL,int,50,55,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PEST is active
PERLND,ACTIVITY,PESTFG,GENERAL,int,50,55,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PEST is active
PERLND,ACTIVITY,NITR,GENERAL,int,55,60,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section NITR is active
PERLND,ACTIVITY,NITRFG,GENERAL,int,55,60,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section NITR is active
PERLND,ACTIVITY,PHOS,GENERAL,int,60,65,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PHOS is active
PERLND,ACTIVITY,PHOSFG,GENERAL,int,60,65,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section PHOS is active
PERLND,ACTIVITY,TRACER,GENERAL,int,65,70,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section TRACER is active
PERLND,ACTIVITY,TRACFG,GENERAL,int,65,70,5,CORRECT,,,0,0,1,0,0,1,,*** Value of 1 indicates section TRACER is active
PERLND,ATEMP-DAT,OPNID,ATEMP,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,ATEMP-DAT,OPNIDLAST,ATEMP,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,ATEMP-DAT,ELDAT,ATEMP,float,10,20,10,CORRECT,,,0,,,0,,,,"*** ELDAT is the difference in elevation between the temperature gage and
*** the PLS; it is used to estimate the temperature over the PLS by
*** application of a lapse rate. It is positive if the PLS is higher than
*** the gage, and vice versa."
PERLND,ATEMP-DAT,AIRTMP,ATEMP,float,20,30,10,CORRECT,,,15,-50,60,60,-60,140,,"*** AIRTMP is the air temperature over the PLS at the start of the
*** RUN."
PERLND,BINARY-INFO,OPNID,GENERAL,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,BINARY-INFO,OPNIDLAST,GENERAL,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,BINARY-INFO,ATEMP,GENERAL,int,10,15,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section ATEMP
PERLND,BINARY-INFO,SNOW,GENERAL,int,15,20,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section SNOW
PERLND,BINARY-INFO,PWATER,GENERAL,int,20,25,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section PWATER
PERLND,BINARY-INFO,SEDMNT,GENERAL,int,25,30,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section SEDMNT
PERLND,BINARY-INFO,PSTEMP,GENERAL,int,30,35,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section PSTEMP
PERLND,BINARY-INFO,PWTGAS,GENERAL,int,35,40,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section PWTGAS
PERLND,BINARY-INFO,PQUAL,GENERAL,int,40,45,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section PQUAL
PERLND,BINARY-INFO,MSTLAY,GENERAL,int,45,50,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section MSTLAY
PERLND,BINARY-INFO,PEST,GENERAL,int,50,55,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section PEST
PERLND,BINARY-INFO,NITR,GENERAL,int,55,60,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section NITR
PERLND,BINARY-INFO,PHOS,GENERAL,int,60,65,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section PHOS
PERLND,BINARY-INFO,TRACER,GENERAL,int,65,70,5,CORRECT,,,4,2,6,4,2,6,,*** Output level for section TRACER
PERLND,BINARY-INFO,PIVL,GENERAL,int,70,75,5,CORRECT,,,1,1,1440,1,1,1440,,"*** A value need only be supplied for PIVL if one or more sections have an
*** output level of 2. For those sections, output will occur every PIVL
*** intervals (that is, every PDELT=PIVL*DELT mins). PIVL must be chosen
*** such that there are an integer no. of PDELT periods in a day."
PERLND,BINARY-INFO,PYREND,GENERAL,int,75,80,5,CORRECT,,,9,1,12,9,1,12,,"*** PYREND is the calendar month which will terminate the year for output
*** purposes. Thus, the annual summary can reflect the situation over the
*** past water year or the past calendar year, etc."
PERLND,CROP-DATES,OPNID,PWATER,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,CROP-DATES,OPNIDLAST,PWATER,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,CROP-DATES,NCRP,PWATER,int,10,15,5,CORRECT,,,1,1,3,1,1,3,,"*** NCRP is the number of crops per year for which planting and harvesting
*** dates are being specified."
PERLND,CROP-DATES,PMON1,PWATER,int,19,22,3,CORRECT,,,1,1,12,1,1,12,,*** PMON1 is the month of planting for the first crop.
PERLND,CROP-DATES,PDAY1,PWATER,int,22,25,3,CORRECT,,,1,1,31,1,1,31,,*** PDAY1 is the day of planting for the first crop.
PERLND,CROP-DATES,HMON1,PWATER,int,27,30,3,CORRECT,,,1,1,12,1,1,12,,*** HMON1 is the month of harvesting for the first crop.
PERLND,CROP-DATES,HDAY1,PWATER,int,30,33,3,CORRECT,,,1,1,31,1,1,31,,*** HDAY1 is the day of harvesting for the first crop.
PERLND,CROP-DATES,PMON2,PWATER,int,37,40,3,CORRECT,,,1,1,12,1,1,12,,*** PMON2 is the month of planting for the second crop.
PERLND,CROP-DATES,PDAY2,PWATER,int,40,43,3,CORRECT,,,1,1,31,1,1,31,,*** PDAY2 is the day of planting for the second crop.
PERLND,CROP-DATES,HMON2,PWATER,int,45,48,3,CORRECT,,,1,1,12,1,1,12,,*** HMON2 is the month of harvesting for the second crop.
PERLND,CROP-DATES,HDAY2,PWATER,int,48,51,3,CORRECT,,,1,1,31,1,1,31,,*** HDAY2 is the day of harvesting for the second crop.
PERLND,CROP-DATES,PMON3,PWATER,int,55,58,3,CORRECT,,,1,1,12,1,1,12,,*** PMON3 is the month of planting for the third crop.
PERLND,CROP-DATES,PDAY3,PWATER,int,58,61,3,CORRECT,,,1,1,31,1,1,31,,*** PDAY3 is the day of planting for the third crop.
PERLND,CROP-DATES,HMON3,PWATER,int,63,66,3,CORRECT,,,1,1,12,1,1,12,,*** HMON3 is the month of harvesting for the third crop.
PERLND,CROP-DATES,HDAY3,PWATER,int,66,69,3,CORRECT,,,1,1,31,1,1,31,,*** HDAY3 is the day of harvesting for the third crop.
PERLND,CROP-SEASPM,OPNID,PWATER,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,CROP-SEASPM,OPNIDLAST,PWATER,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,CROP-SEASPM,CRAWD1,PWATER,float,10,20,10,CORRECT,,,0,0,1,0,0,1,,"*** CRAWD1 is the allowable water depletion during the first stage of the
*** crop season."
PERLND,CROP-SEASPM,CRAWD2,PWATER,float,20,30,10,CORRECT,,,0,0,1,0,0,1,,"*** CRAWD2 is the allowable water depletion during the second stage of the
*** crop season."
PERLND,CROP-SEASPM,CRAWD3,PWATER,float,30,40,10,CORRECT,,,0,0,1,0,0,1,,"*** CRAWD3 is the allowable water depletion during the third stage of the
*** crop season."
PERLND,CROP-SEASPM,CRAWD4,PWATER,float,40,50,10,CORRECT,,,0,0,1,0,0,1,,"*** CRAWD4 is the allowable water depletion during the fourth stage of the
*** crop season."
PERLND,CROP-SEASPM,CRRDPI,PWATER,float,50,60,10,CORRECT,,,0,0,,0,0,,,"*** CRRDPI is the crop root depth during the first stage of the crop
*** season."
PERLND,CROP-SEASPM,CRRDPF,PWATER,float,60,70,10,CORRECT,,,0,0,,0,0,,,"*** CRRDPF is the crop root depth during the third and fourth stages of the
*** crop season."
PERLND,CROP-STAGES,OPNID,PWATER,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,CROP-STAGES,OPNIDLAST,PWATER,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,CROP-STAGES,CRPST1,PWATER,float,10,20,10,CORRECT,-999,,0,0,1,0,0,1,,"*** CRPST1 is the fraction of the crop season duration for the first stage
*** of the growing season. _PNAME CRPST1"
PERLND,CROP-STAGES,CRPST2,PWATER,float,20,30,10,CORRECT,-999,,0,0,1,0,0,1,,"*** CRPST2 is the fraction of the crop season duration for the second stage
*** of the growing season. _PNAME CRPST2"
PERLND,CROP-STAGES,CRPST3,PWATER,float,30,40,10,CORRECT,-999,,0,0,1,0,0,1,,"*** CRPST3 is the fraction of the crop season duration for the third stage
*** of the growing season. _PNAME CRPST3"
PERLND,CROP-STAGES,CRPST4,PWATER,float,40,50,10,CORRECT,-999,,0,0,1,0,0,1,,"*** CRPST4 is the fraction of the crop season duration for the fourth stage
*** of the growing season. _PNAME CRPST4"
PERLND,GEN-INFO,OPNID,GENERAL,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,GEN-INFO,OPNIDLAST,GENERAL,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,GEN-INFO,LSID,GENERAL,string,10,30,20,CORRECT,,,,,,,,,,"*** Any string of up to 20 characters may be supplied as the identifier for
*** a PLS."
PERLND,GEN-INFO,IUNITS,GENERAL,int,40,45,5,CORRECT,,,1,1,2,1,1,2,,"*** IUNITS indicates the system of units for data in the input time series;
*** 1 means English units, 2 means Metric units."
PERLND,GEN-INFO,OUNITS,GENERAL,int,45,50,5,CORRECT,,,1,1,2,1,1,2,,"*** OUNITS indicates the system of units for data in the output time series;
*** 1 means English units, 2 means Metric units."
PERLND,GEN-INFO,PUNIT1,GENERAL,int,50,55,5,CORRECT,,,0,0,99,0,0,99,,"*** PUNIT(1) indicates the destinations of printout in English units. A
*** value 0 means no printout is required in English units. A non-zero value
*** means printout is required in English units and the value is the Fortran
*** unit no. of the file to which the printout is to be written. Note that
*** printout for each Pervious Land Segment can be obtained in either the
*** English or Metric systems, or both (irrespective of the system used to
*** supply the inputs)."
PERLND,GEN-INFO,PUNIT2,GENERAL,int,55,60,5,CORRECT,,,0,0,99,0,0,99,,"*** PUNIT(2) indicates the destinations of printout in Metric units. A value
*** of 0 means no printout is required in Metric units. A non-zero value
*** means printout is required in Metric units and the value is the Fortran
*** unit no. of the file to which the printout is to be written. Note that
*** printout for each Pervious Land Segment can be obtained in either the
*** English or Metric systems, or both (irrespective of the system used to
*** supply the inputs)."
PERLND,GEN-INFO,BUNIT1,GENERAL,int,60,65,5,CORRECT,,,0,0,99,0,0,99,,"*** BUNIT(1) is the destination of binary output in English units. A value
*** of 0 means no binary output is required in English units. A non-zero
*** value means binary output is required in English units and the value is
*** the Fortran unit no. of the file to which the binary output is to be
*** written. Note that binary output for each Pervious Land Segment can be
*** obtained in either the English or Metric systems, or both (irrespective
*** of the system used to supply the inputs)."
PERLND,GEN-INFO,BUNIT2,GENERAL,int,65,70,5,CORRECT,,,0,0,99,0,0,99,,"*** BUNIT(2) is the destination of binary output in Metric units. A value of
*** 0 means no binary output is required in Metric units. A non-zero value
*** means binary output is required in Metric units and the value is the
*** Fortran unit no. of the file to which the binary output is to be
*** written. Note that binary output for each Pervious Land Segment can be
*** obtained in either the English or Metric systems, or both (irrespective
*** of the system used to supply the inputs)."
PERLND,ICE-FLAG,OPNID,SNOW,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,ICE-FLAG,OPNIDLAST,SNOW,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,ICE-FLAG,ICEFG,SNOW,int,10,15,5,CORRECT,,,0,0,1,0,0,1,,"*** A value of 0 means ice formation in snow pack will not be simulated; 1
*** means it will."
PERLND,IRRIG-PARM1,OPNID,PWATER,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-PARM1,OPNIDLAST,PWATER,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-PARM1,NSKED,PWATER,int,10,15,5,CORRECT,,,0,0,20,0,0,20,,"*** NSKED is the number of scheduled irrigation applications to be defined
*** in Table-type IRRIG-SCHED. Used only when IRRGFG=3 in Table-type
*** PWAT-PARM1."
PERLND,IRRIG-PARM1,SZONFG,PWATER,int,15,20,5,CORRECT,,,0,0,1,0,0,1,,"*** If SZONFG=0, then the wilting point and field capacity are the same for
*** all soil layers, input in Table-type IRRIG-PARM2. If SZONFG=1, then
*** these two parameters vary by soil layer, and are input in Table-types
*** SOIL-DATA2 and SOIl-DATA3 respectively. Used only when IRRGFG=2 in
*** Table-type PWAT-PARM1."
PERLND,IRRIG-PARM1,VCRDFG,PWATER,int,20,25,5,CORRECT,,,0,0,2,0,0,2,,"*** If VCRDFG=0, then the crop root depth is constant, input in Table-type
*** IRRIG-PARM2. If VCRDFG=1, then it varies monthly, and is input in
*** Table-type MON-IRR-CRDP. If VCRDFG=2, then it varies by four stages of
*** the crop season, requiring input in Table-types CROP-STAGES and
*** CROP-SEASPM. Used only when IRRGFG=2 in Table-type PWAT-PARM1."
PERLND,IRRIG-PARM1,VAWDFG,PWATER,int,25,30,5,CORRECT,,,0,0,2,0,0,2,,"*** If VAWDFG=0, then the allowable water depletion is constant, input in
*** Table-type IRRIG-PARM2. If VAWDFG=1, then it varies monthly, and is
*** input in Table-type MON-IRR-CRDP. If VAWDFG=2, then it varies by four
*** stages of the crop season, requiring input in Table-types CROP-STAGES
*** and CROP-SEASPM. Used only when IRRGFG=2 in Table-type PWAT-PARM1."
PERLND,IRRIG-PARM1,IROPFG,PWATER,int,30,35,5,CORRECT,,,0,0,1,0,0,1,,"*** If IROPFG=0, then irrigation applications may occur regardless of
*** groundwater elevation. If IROPFG=1 (representing subsurface irrigation),
*** then irrigation may only occur if the groundwater elevation GWEL is
*** within CAPRIS inches of the bottom of the crop root zone (SELV- CRDEP).
*** CAPRIS is input in Table-Type IRRIG-PARM2."
PERLND,IRRIG-PARM2,OPNID,PWATER,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-PARM2,OPNIDLAST,PWATER,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-PARM2,IRAREA,PWATER,float,10,18,8,CORRECT,,,0,0,,0,0,,,"*** IRAREA is the total area of the irrigated PLS. It is used to convert
*** depth of application to volume of withdrawal from a RCHRES if such
*** withdrawals occur, i.e. if RPRIOR is non-zero in Table-type IRRIG-SOURCE."
PERLND,IRRIG-PARM2,IREFF,PWATER,float,18,26,8,CORRECT,,,1,0,1,1,0,1,,*** IREFF is the irrigation efficiency if IRRGFG=2 in Table-type PWAT-PARM1.
PERLND,IRRIG-PARM2,ARZI,PWATER,float,26,34,8,CORRECT,,,1,0,1,1,0,1,,"*** ARZI is the fraction of area receiving irrigation applications if
*** IRRGFG=2 in Table-type PWAT-PARM1."
PERLND,IRRIG-PARM2,WILTP,PWATER,float,34,42,8,CORRECT,,,0,0,1,0,0,1,,"*** WILTP is the wilting point for all soil layers if IRRGFG=2 in Table-type
*** PWAT-PARM1 and SZONFG=0 in Table-type IRRIG-PARM1."
PERLND,IRRIG-PARM2,FLDCAP,PWATER,float,42,50,8,CORRECT,,,0,0,1,0,0,1,,"*** FLDCAP is the field capacity for all soil layers if IRRGFG=2 in
*** Table-type PWAT-PARM1 and SZONFG=0 in Table-type IRRIG-PARM1."
PERLND,IRRIG-PARM2,CRDEP,PWATER,float,50,58,8,CORRECT,,,0,0,,0,0,,,"*** CRDEP is the crop root depth if IRRGFG=2 in Table-type PWAT-PARM1 and
*** VCRDFG=0 in Table-type IRRIG-PARM1."
PERLND,IRRIG-PARM2,IRAWD,PWATER,float,58,66,8,CORRECT,,,0,0,1,0,0,1,,"*** IRAWD is the allowable water depletion if IRRGFG=2 in Table-type
*** PWAT-PARM1 and VCRDFG=0 in Table-type IRRIG-PARM1."
PERLND,IRRIG-PARM2,CAPRIS,PWATER,float,66,74,8,CORRECT,,,15.25,0,,6,0,,,"*** CAPRIS is the maximum capillary rise for subirrigation if IRRGFG=2 in
*** Table-type PWAT-PARM1 and IROPFG=1 in Table-type IRRIG-PARM1."
PERLND,IRRIG-SCHED,OPNID,PWATER,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-SCHED,OPNIDLAST,PWATER,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-SCHED,IRYR1,PWATER,float,12,16,4,CORRECT,,,0,0,,0,0,,,"*** IRYR1 is the year for the first application on the current line. If
*** zero, then the application occurs annually."
PERLND,IRRIG-SCHED,IRMO1,PWATER,float,17,19,2,CORRECT,,,1,1,12,1,1,12,,*** IRMO1 is the month for the first application on the current line.
PERLND,IRRIG-SCHED,IRDY1,PWATER,float,20,22,2,CORRECT,,,1,1,31,1,1,31,,*** IRDY1 is the day for the first application on the current line.
PERLND,IRRIG-SCHED,IRHR1,PWATER,float,23,25,2,CORRECT,,,0,0,24,0,0,24,,*** IRHR1 is the hour for the first application on the current line.
PERLND,IRRIG-SCHED,IRMI1,PWATER,float,26,28,2,CORRECT,,,0,0,60,0,0,60,,*** IRMI1 is the minute for the first application on the current line.
PERLND,IRRIG-SCHED,IRDUR1,PWATER,float,28,33,5,CORRECT,,,0,0,,0,0,,,"*** IRDUR1 is the duration of the first application on the current
*** line."
PERLND,IRRIG-SCHED,IRRAT1,PWATER,float,33,43,10,CORRECT,,,0,0,,0,0,,,"*** IRRAT1 is the hourly rate for the first application on the current
*** line."
PERLND,IRRIG-SCHED,IRYR2,PWATER,float,48,52,4,CORRECT,,,0,0,,0,0,,,"*** IRYR2 is the year for the second application on the current line. If
*** zero, then the application occurs annually."
PERLND,IRRIG-SCHED,IRMO2,PWATER,float,53,55,2,CORRECT,,,1,1,12,1,1,12,,*** IRMO2 is the month for the second application on the current line.
PERLND,IRRIG-SCHED,IRDY2,PWATER,float,56,58,2,CORRECT,,,1,1,31,1,1,31,,*** IRDY2 is the day for the second application on the current line.
PERLND,IRRIG-SCHED,IRHR2,PWATER,float,59,61,2,CORRECT,,,0,0,24,0,0,24,,*** IRHR2 is the hour for the second application on the current line.
PERLND,IRRIG-SCHED,IRMI2,PWATER,float,62,64,2,CORRECT,,,0,0,60,0,0,60,,*** IRMI2 is the minute for the second application on the current line.
PERLND,IRRIG-SCHED,IRDUR2,PWATER,float,64,69,5,CORRECT,,,0,0,,0,0,,,"*** IRDUR2 is the duration of the second application on the current
*** line."
PERLND,IRRIG-SCHED,IRRAT2,PWATER,float,69,79,10,CORRECT,,,0,0,,0,0,,,"*** IRRAT2 is the hourly rate for the second application on the current
*** line."
PERLND,IRRIG-SOURCE,OPNID,PWATER,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-SOURCE,OPNIDLAST,PWATER,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-SOURCE,XPRIOR,PWATER,float,10,20,10,CORRECT,,,0,0,3,0,0,3,,"*** XPRIOR is the irrigation source priority for imports into the basin from
*** external sources."
PERLND,IRRIG-SOURCE,XFRAC,PWATER,float,20,30,10,CORRECT,,,1,0,1,1,0,1,,"*** XFRAC is the irrigation source fraction for imports into the basin from
*** external sources."
PERLND,IRRIG-SOURCE,GPRIOR,PWATER,float,30,40,10,CORRECT,,,0,0,3,0,0,3,,*** GPRIOR is the irrigation source priority for local shallow groundwater.
PERLND,IRRIG-SOURCE,GFRAC,PWATER,float,40,50,10,CORRECT,,,1,0,1,1,0,1,,*** GFRAC is the irrigation source fraction for local shallow groundwater.
PERLND,IRRIG-SOURCE,RPRIOR,PWATER,float,50,60,10,CORRECT,,,0,0,3,0,0,3,,*** RPRIOR is the irrigation source priority for a RCHRES.
PERLND,IRRIG-SOURCE,RFRAC,PWATER,float,60,70,10,CORRECT,,,1,0,1,1,0,1,,*** RFRAC is the irrigation source fraction for a RCHRES.
PERLND,IRRIG-SOURCE,IRCHNO,PWATER,float,70,80,10,CORRECT,,,0,0,999,0,0,999,,"*** IRCHNO is the RCHRES ID number for the reach that will be used as a
*** source for irrigation withdrawals."
PERLND,IRRIG-TARGET,OPNID,PWATER,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-TARGET,OPNIDLAST,PWATER,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,IRRIG-TARGET,IRCPFR,PWATER,float,10,20,10,CORRECT,,,0,0,1,0,0,1,,"*** IRCPFR is the fraction of the irrigation application that is subject to
*** interception by the crop cover."
PERLND,IRRIG-TARGET,IRSUFR,PWATER,float,20,30,10,CORRECT,,,0,0,1,0,0,1,,"*** IRSUFR is the fraction of the irrigation application that is applied
*** directly to the soil surface."
PERLND,IRRIG-TARGET,IRUPFR,PWATER,float,30,40,10,CORRECT,,,0,0,1,0,0,1,,"*** IRUPFR is the fraction of the irrigation application that is applied
*** directly to the upper soil zone."
PERLND,IRRIG-TARGET,IRLOFR,PWATER,float,40,50,10,CORRECT,,,0,0,1,0,0,1,,"*** IRLOFR is the fraction of the irrigation application that is applied
*** directly to the lower soil zone."
PERLND,IRRIG-TARGET,IRGWFR,PWATER,float,50,60,10,CORRECT,,,0,0,1,0,0,1,,"*** IRGWFR is the fraction of the irrigation application that is applied
*** directly to the active groundwater zone."
PERLND,LAT-FACTOR,OPNID,PWTGAS,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,LAT-FACTOR,OPNIDLAST,PWTGAS,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,LAT-FACTOR,SDLFAC,PWTGAS,float,10,20,10,CORRECT,,,0,0,1,0,0,1,,"*** SDLFAC is the weighting factor which accounts for the influence of
*** lateral inflow on the outflow concentration for sediment-associated
*** constituents which do not maintain a mass balance (QUALSD)"
PERLND,LAT-FACTOR,SLIFAC,PWTGAS,float,20,30,10,CORRECT,,,0,0,1,0,0,1,,"*** SLIFAC is the weighting factor which accounts for the influence of
*** lateral inflow on the surface outflow concentration for constituents
*** which do not maintain a mass balance (temp, DO, CO2)"
PERLND,LAT-FACTOR,ILIFAC,PWTGAS,float,30,40,10,CORRECT,,,0,0,1,0,0,1,,"*** ILIFAC is the weighting factor which accounts for the influence of
*** lateral inflow on the interflow outflow concentration for constituents
*** which do not maintain a mass balance (temp, DO, CO2, QUALIF)"
PERLND,LAT-FACTOR,ALIFAC,PWTGAS,float,40,50,10,CORRECT,,,0,0,1,0,0,1,,"*** ALIFAC is the weighting factor which accounts for the influence of
*** lateral inflow on the groundwater outflow concentration for constituents
*** which do not maintain a mass balance (temp, DO, CO2, QUALGW)"
PERLND,MON-ACCUM,OPNID,PQUAL,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,MON-ACCUM,OPNIDLAST,PQUAL,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,MON-ACCUM,QUAJAN,PQUAL,float,10,15,5,CORRECT,,,0,0,,0,0,,,*** QUAJAN is the accum rate of QUALOF at the start of January.
PERLND,MON-ACCUM,QUAFEB,PQUAL,float,15,20,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUAMAR,PQUAL,float,20,25,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUAAPR,PQUAL,float,25,30,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUAMAY,PQUAL,float,30,35,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUAJUN,PQUAL,float,35,40,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUAJUL,PQUAL,float,40,45,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUAAUG,PQUAL,float,45,50,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUASEP,PQUAL,float,50,55,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUAOCT,PQUAL,float,55,60,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUANOV,PQUAL,float,60,65,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ACCUM,QUADEC,PQUAL,float,65,70,5,CORRECT,,,0,0,,0,0,,,
PERLND,MON-ASLT,OPNID,PSTEMP,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,MON-ASLT,OPNIDLAST,PSTEMP,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,MON-ASLT,SLTJAN,PSTEMP,float,10,15,5,CORRECT,,,0,-18,38,32,0,100,,"*** SLTJAN is the value of surface layer temperature at the start of
*** January."
PERLND,MON-ASLT,SLTFEB,PSTEMP,float,15,20,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTMAR,PSTEMP,float,20,25,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTAPR,PSTEMP,float,25,30,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTMAY,PSTEMP,float,30,35,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTJUN,PSTEMP,float,35,40,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTJUL,PSTEMP,float,40,45,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTAUG,PSTEMP,float,45,50,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTSEP,PSTEMP,float,50,55,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTOCT,PSTEMP,float,55,60,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTNOV,PSTEMP,float,60,65,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-ASLT,SLTDEC,PSTEMP,float,65,70,5,CORRECT,,,0,-18,38,32,0,100,,
PERLND,MON-BSLT,OPNID,PSTEMP,int,0,5,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
PERLND,MON-BSLT,OPNIDLAST,PSTEMP,int,5,10,5,PROTECTED,,,,,,,,,,*** PLSs to which these data apply.
